player,exception_score,exception_routes,best_preliminary_single_season,best_preliminary_three_year_window,best_legacy_window,included
Bob Sura,40.24,elite individual peak,54.3,47.7,48.4,False
Josh Childress,40.23,elite individual peak,51.5,46.6,47.7,False
Caris LeVert,40.22,elite individual peak,50.3,47.3,48.6,False
John Paxson,40.21,elite individual peak,51.3,47.2,48.7,False
Carl Landry,40.21,elite individual peak,55.2,49.1,50.4,False
Jason Maxiell,40.2,elite individual peak,55.3,49.1,50.7,False
Wayne Cooper,40.17,elite individual peak,55.0,49.2,51.2,False
Kris Dunn,40.16,elite individual peak,53.8,48.4,49.2,False
Evan Fournier,40.15,elite individual peak,49.3,45.3,46.5,False
Jared Dudley,40.13,elite individual peak,50.9,46.7,48.0,False
Cameron Johnson,40.09,elite individual peak,49.1,47.1,49.1,False
Duncan Robinson,40.04,elite individual peak,51.5,46.7,48.9,False
Earl Boykins,40.03,elite individual peak,54.9,51.2,52.6,False
Corey Maggette,39.98,elite individual peak,55.1,52.4,53.0,False
Brian Winters,39.95,elite individual peak,53.2,49.2,51.1,False
George McGinnis,39.93,elite individual peak,49.6,48.8,49.6,False
Bryant Stith,39.92,elite individual peak,47.8,46.0,47.5,False
Will Barton,39.91,elite individual peak,48.9,45.5,46.0,False
Chris Gatling,39.91,elite individual peak,53.4,52.0,53.2,False
Clemon Johnson,39.88,elite individual peak,52.9,50.8,52.6,False
Kelvin Ransey,39.88,elite individual peak,53.0,50.1,51.3,False
Michael Smith,39.85,elite individual peak,51.9,50.2,51.3,False
Harvey Catchings,39.83,elite individual peak,50.2,49.3,51.3,False
Alan Henderson,39.79,elite individual peak,51.5,47.8,49.1,False
Bimbo Coles,39.74,elite individual peak,49.6,48.8,50.1,False
Andrew Nembhard,39.73,elite individual peak,49.7,47.9,49.9,False
De'Anthony Melton,39.67,elite individual peak,50.9,49.9,51.6,False
Morris Peterson,39.66,elite individual peak,46.9,44.3,45.0,False
Howard Eisley,39.61,elite individual peak,51.6,46.7,49.2,False
Dwight Powell,39.61,elite individual peak,51.7,49.9,50.7,False
Dario Saric,39.55,elite individual peak,54.9,47.3,48.5,False
Lauri Markkanen,39.54,elite individual peak,58.1,52.0,52.9,False
Winston Garland,39.54,elite individual peak,52.5,45.5,46.8,False
Tony Battie,39.54,elite individual peak,52.8,49.3,51.2,False
Maurice Harkless,39.5,elite individual peak,49.7,46.7,48.2,False
Jay Vincent,39.5,elite individual peak,54.2,46.7,48.0,False
Stromile Swift,39.5,elite individual peak,52.7,49.3,50.5,False
Reggie Evans,39.45,elite individual peak,56.7,50.9,52.3,False
Monte Morris,39.44,elite individual peak,51.8,48.7,50.2,False
Junior Bridgeman,39.39,elite individual peak,50.2,45.1,46.9,False
Randy Breuer,39.39,elite individual peak,52.1,48.7,50.6,False
Immanuel Quickley,39.38,elite individual peak,54.3,47.5,48.6,False
Troy Hudson,39.38,elite individual peak,59.0,48.1,49.0,False
Voshon Lenard,39.36,elite individual peak,51.9,40.2,41.2,False
Blue Edwards,39.34,elite individual peak,47.8,44.9,46.3,False
Shaun Livingston,39.32,elite individual peak,49.9,49.3,51.9,False
Walker Kessler,39.3,elite individual peak,59.3,57.2,58.3,False
Michael Carter-Williams,39.28,elite individual peak,51.9,48.7,49.8,False
Cody Zeller,39.23,elite individual peak,53.6,49.0,49.8,False
Haywoode Workman,39.21,elite individual peak,52.4,49.3,51.4,False
Jordan Clarkson,39.18,elite individual peak,48.2,47.7,49.1,False
Harvey Grant,39.17,elite individual peak,47.1,44.6,45.4,False
Kyle Kuzma,39.15,elite individual peak,45.8,43.8,44.6,False
Dell Curry,39.14,elite individual peak,48.1,47.3,48.5,False
Malik Monk,39.13,elite individual peak,51.6,49.2,49.6,False
Justin Holiday,39.12,elite individual peak,50.0,43.1,43.9,False
T.J. Warren,39.12,elite individual peak,53.7,45.5,46.6,False
Randy Brown,39.12,elite individual peak,48.1,44.7,46.6,False
Corey Brewer,39.12,elite individual peak,45.9,45.3,46.2,False
Jabari Smith Jr.,39.1,elite individual peak,49.3,47.8,48.6,False
Gary Trent Jr.,39.04,elite individual peak,47.6,42.3,42.9,False
Kevin Duckworth,39.02,elite individual peak,47.3,44.3,45.7,False
Dillon Brooks,38.99,elite individual peak,42.8,39.6,40.5,False
Maxi Kleber,38.99,elite individual peak,50.1,46.0,47.5,False
Ben Poquette,38.99,elite individual peak,49.6,44.7,45.4,False
Tom Owens,38.98,elite individual peak,55.4,48.9,50.3,False
Brandon Bass,38.96,elite individual peak,50.1,47.7,49.1,False
Craig Hodges,38.95,elite individual peak,49.7,47.0,49.0,False
Antoine Carr,38.95,elite individual peak,49.0,47.5,48.8,False
Phil Hubbard,38.93,elite individual peak,50.7,46.0,47.2,False
Sly Williams,38.9,elite individual peak,50.9,48.1,49.4,False
Mike Bratz,38.87,elite individual peak,51.7,46.8,48.5,False
Vladimir Radmanovic,38.85,elite individual peak,47.4,44.3,45.8,False
Tony Campbell,38.79,elite individual peak,49.5,45.9,46.6,False
Mike Gale,38.78,elite individual peak,50.9,48.5,49.6,False
Pablo Prigioni,38.78,elite individual peak,51.0,47.1,48.8,False
Ime Udoka,38.77,elite individual peak,49.0,43.4,44.7,False
Steve Johnson,38.75,elite individual peak,50.0,48.5,49.9,False
Trey Murphy III,38.74,elite individual peak,49.8,46.6,47.6,False
Aaron Williams,38.73,elite individual peak,48.1,47.2,49.0,False
Tim Hardaway Jr.,38.73,elite individual peak,46.6,43.9,44.8,False
Jeff McInnis,38.73,elite individual peak,51.4,46.8,47.6,False
Obi Toppin,38.72,elite individual peak,50.7,47.6,50.1,False
Devin Vassell,38.7,elite individual peak,46.0,43.3,44.8,False
Clark Kellogg,38.69,elite individual peak,55.2,54.3,55.4,False
Aron Baynes,38.66,elite individual peak,52.1,48.6,50.1,False
Nickeil Alexander-Walker,38.66,elite individual peak,52.9,47.0,48.8,False
P.J. Washington,38.64,elite individual peak,42.9,41.4,42.8,False
Isaiah Stewart,38.64,elite individual peak,51.9,46.8,48.2,False
Aaron Brooks,38.63,elite individual peak,52.9,47.3,48.5,False
Luc Longley,38.61,elite individual peak,49.9,46.0,47.9,False
J.R. Reid,38.58,elite individual peak,48.4,45.2,47.0,False
Kevin Huerter,38.57,elite individual peak,45.9,44.3,45.7,False
Randy Wittman,38.57,elite individual peak,48.0,45.6,47.4,False
Patrick Patterson,38.57,elite individual peak,50.9,48.4,49.9,False
Fred Jones,38.55,elite individual peak,48.4,44.8,47.0,False
Terry Mills,38.55,elite individual peak,51.5,47.8,48.7,False
Ronny Turiaf,38.55,elite individual peak,49.8,46.7,48.5,False
Bogdan Bogdanovic,38.53,elite individual peak,45.7,44.7,46.3,False
Anthony Carter,38.48,elite individual peak,52.2,45.5,46.8,False
John Konchar,38.48,elite individual peak,48.4,47.2,48.6,False
Caleb Martin,38.47,elite individual peak,46.1,43.8,46.1,False
Ayo Dosunmu,38.47,elite individual peak,51.3,44.3,45.5,False
Wilson Chandler,38.46,elite individual peak,43.6,41.0,41.9,False
Tony Delk,38.45,elite individual peak,49.6,45.1,46.8,False
Rod Higgins,38.45,elite individual peak,49.3,46.1,47.8,False
Sidney Green,38.4,elite individual peak,51.7,48.2,50.1,False
Bill Hanzlik,38.4,elite individual peak,49.6,44.6,47.0,False
Alvin Scott,38.36,elite individual peak,50.2,47.5,49.4,False
David Thompson,38.34,elite individual peak,51.6,47.3,48.3,False
Ish Smith,38.31,elite individual peak,51.0,49.4,50.0,False
Nemanja Bjelica,38.3,elite individual peak,50.7,45.8,46.4,False
Chucky Atkins,38.28,elite individual peak,49.1,46.3,47.1,False
Mickael Pietrus,38.25,elite individual peak,47.2,44.6,46.6,False
Jalen Green,38.24,elite individual peak,50.6,46.0,46.7,False
JaMychal Green,38.23,elite individual peak,50.4,48.5,50.1,False
Anthony Bonner,38.22,elite individual peak,49.3,45.2,47.3,False
Cory Joseph,38.2,elite individual peak,50.5,46.7,48.2,False
Chris Ford,38.15,elite individual peak,48.6,43.7,45.8,False
Carlos Delfino,38.14,elite individual peak,47.5,44.3,45.2,False
Alex Len,38.14,elite individual peak,51.8,47.8,48.6,False
Gary Harris,38.14,elite individual peak,46.5,43.5,44.0,False
Eddie House,38.12,elite individual peak,51.6,44.3,46.0,False
Lamond Murray,38.11,elite individual peak,46.7,42.3,42.9,False
Miles Bridges,38.11,elite individual peak,52.6,46.3,47.1,False
Alec Burks,38.08,elite individual peak,45.0,44.9,46.0,False
Rondae Hollis-Jefferson,38.07,elite individual peak,48.6,46.0,47.4,False
Steve Mix,38.06,elite individual peak,50.5,48.0,50.5,False
O.J. Mayo,38.05,elite individual peak,46.8,44.7,45.7,False
Markieff Morris,38.05,elite individual peak,48.4,45.0,45.5,False
Ramon Sessions,38.04,elite individual peak,55.0,49.7,50.6,False
Joel Anthony,38.04,elite individual peak,47.4,44.7,46.5,False
Santi Aldama,37.85,elite individual peak,51.8,47.9,49.1,False
J.J. Barea,37.84,elite individual peak,53.5,47.7,49.7,False
Jaxson Hayes,37.79,elite individual peak,49.9,45.8,46.6,False
Robert Pack,37.71,elite individual peak,51.5,49.6,50.8,False
Darko Milicic,37.71,elite individual peak,50.8,44.2,45.3,False
Christian Braun,37.7,elite individual peak,52.8,45.2,46.6,False
Albert King,37.68,elite individual peak,50.0,46.9,48.5,False
Doug West,37.64,elite individual peak,43.8,41.9,42.7,False
Kevin Edwards,37.6,elite individual peak,45.4,43.5,44.5,False
Julian Champagnie,37.59,elite individual peak,52.9,42.4,44.1,False
Rudy Fernandez,37.58,elite individual peak,49.6,47.3,48.4,False
Bob Gross,37.54,elite individual peak,49.9,46.2,47.3,False
Tracy Murray,37.53,elite individual peak,48.1,46.4,47.2,False
Scott Brooks,37.53,elite individual peak,50.0,45.4,46.9,False
Corliss Williamson,37.5,elite individual peak,51.5,46.4,48.5,False
Shandon Anderson,37.5,elite individual peak,45.2,43.5,45.1,False
Rui Hachimura,37.48,elite individual peak,43.4,42.8,44.2,False
Trevor Booker,37.44,elite individual peak,48.5,48.2,49.0,False
Quentin Richardson,37.43,elite individual peak,47.6,42.0,43.3,False
Luc Mbah a Moute,37.31,elite individual peak,47.9,45.0,46.0,False
Grayson Allen,37.31,elite individual peak,49.0,45.9,47.0,False
Coby White,37.29,elite individual peak,48.2,45.7,46.3,False
Gary Trent,37.28,elite individual peak,49.6,48.0,48.8,False
Kurt Nimphius,37.25,elite individual peak,49.5,46.6,48.0,False
Tim Perry,37.25,elite individual peak,50.1,41.7,43.0,False
Pat Connaughton,37.24,elite individual peak,46.4,46.1,48.1,False
Joe Harris,37.24,elite individual peak,46.2,45.8,47.5,False
Lucious Harris,37.24,elite individual peak,47.5,43.3,45.9,False
Greg Anderson,37.24,elite individual peak,48.8,43.9,45.0,False
Ron Anderson,37.24,elite individual peak,46.7,43.5,44.8,False
Carlos Arroyo,37.21,elite individual peak,50.9,46.9,48.0,False
Drew Eubanks,37.2,elite individual peak,47.7,47.1,47.9,False
Isaiah Joe,37.18,elite individual peak,47.0,45.7,47.7,False
Luke Walton,37.17,elite individual peak,46.3,44.8,46.8,False
Glen Gondrezick,37.17,elite individual peak,47.2,46.6,47.5,False
Darrick Martin,37.16,elite individual peak,53.5,44.7,45.8,False
Mikki Moore,37.08,elite individual peak,48.7,43.0,44.6,False
Jim McIlvaine,37.06,elite individual peak,46.9,44.1,45.3,False
John Long,37.05,elite individual peak,44.5,42.5,43.3,False
Tyler Johnson,37.02,elite individual peak,45.9,43.2,43.9,False
Isaac Austin,37.01,elite individual peak,47.8,45.7,47.0,False
Sam Williams,37.0,elite individual peak,47.3,46.5,47.4,False
Pat Cummings,36.99,elite individual peak,45.8,44.9,46.1,False
Danny Ferry,36.99,elite individual peak,46.2,44.5,45.5,False
James Silas,36.98,elite individual peak,51.9,49.0,51.0,False
Wesley Johnson,36.98,elite individual peak,46.7,40.9,41.8,False
Kent Bazemore,36.96,elite individual peak,47.7,45.8,47.2,False
Brandon Knight,36.96,elite individual peak,50.3,47.2,47.9,False
Michael Beasley,36.94,elite individual peak,48.3,45.6,46.4,False
Jose Alvarado,36.92,elite individual peak,45.6,43.8,45.7,False
Eduardo Najera,36.87,elite individual peak,49.1,44.2,45.4,False
Kelly Oubre Jr.,36.87,elite individual peak,41.5,40.6,41.3,False
Dorell Wright,36.86,elite individual peak,46.1,44.6,45.4,False
Anthony Peeler,36.84,elite individual peak,45.2,42.7,43.8,False
Marquis Daniels,36.83,elite individual peak,46.0,44.9,46.7,False
Ernie Grunfeld,36.82,elite individual peak,46.2,44.5,46.2,False
George McCloud,36.82,elite individual peak,47.4,44.0,44.8,False
C.J. Watson,36.82,elite individual peak,46.4,45.7,47.2,False
Buck Johnson,36.82,elite individual peak,46.8,44.3,45.3,False
Hubert Davis,36.8,elite individual peak,47.8,44.9,47.1,False
Jordan Hill,36.78,elite individual peak,50.5,48.6,49.6,False
Lonzo Ball,36.77,elite individual peak,51.1,48.9,49.5,False
Keldon Johnson,36.77,elite individual peak,49.0,43.3,44.8,False
Precious Achiuwa,36.75,elite individual peak,48.8,46.5,48.4,False
Tyler Zeller,36.73,elite individual peak,54.2,45.3,46.5,False
Jaime Jaquez Jr.,36.72,elite individual peak,46.9,44.0,44.9,False
Chris Whitney,36.7,elite individual peak,49.3,46.7,47.6,False
Trent Tucker,36.68,elite individual peak,46.0,44.4,45.7,False
Blair Rasmussen,36.68,elite individual peak,50.2,45.2,46.8,False
Ricky Sobers,36.68,elite individual peak,47.4,43.8,44.8,False
Tomas Satoransky,36.67,elite individual peak,49.2,47.7,48.7,False
Lionel Simmons,36.62,elite individual peak,48.3,46.9,47.9,False
Marco Belinelli,36.62,elite individual peak,48.7,43.9,45.8,False
Rick Robey,36.61,elite individual peak,50.7,46.6,48.8,False
Greg Buckner,36.58,elite individual peak,47.4,44.4,45.6,False
Landry Fields,36.54,elite individual peak,45.7,43.1,44.4,False
Max Strus,36.54,elite individual peak,44.5,43.0,44.9,False
Devean George,36.53,elite individual peak,45.5,43.6,45.9,False
Matt Bonner,36.51,elite individual peak,48.2,46.2,47.5,False
Fred Brown,36.51,elite individual peak,48.1,46.9,48.1,False
Derrick Jones Jr.,36.49,elite individual peak,47.0,43.2,44.8,False
James Bailey,36.49,elite individual peak,46.7,45.0,45.9,False
Isaac Okoro,36.48,elite individual peak,45.2,41.8,43.2,False
Bob McAdoo,36.44,elite individual peak,46.2,43.8,46.4,False
Christian Wood,36.41,elite individual peak,54.5,52.7,53.7,False
Jeremy Lamb,36.4,elite individual peak,45.4,44.0,44.5,False
Vincent Askew,36.39,elite individual peak,47.4,44.3,45.5,False
Dante Cunningham,36.39,elite individual peak,47.7,43.6,44.1,False
Eric Williams,36.36,elite individual peak,41.7,40.1,41.6,False
Mike Bantom,36.33,elite individual peak,46.2,42.7,44.1,False
Davion Mitchell,36.29,elite individual peak,48.8,43.4,44.1,False
Andrea Bargnani,36.26,elite individual peak,44.4,43.3,43.8,False
Lorenzo Romar,36.26,elite individual peak,46.5,45.2,46.6,False
DeShawn Stevenson,36.25,elite individual peak,45.7,40.4,41.5,False
Steve Colter,36.22,elite individual peak,47.1,45.2,46.4,False
Louis Orr,36.21,elite individual peak,45.2,43.3,44.7,False
Grant Williams,36.19,elite individual peak,44.3,41.7,43.8,False
Terance Mann,36.16,elite individual peak,45.3,43.7,45.2,False
Tim McCormick,36.15,elite individual peak,46.8,44.3,45.0,False
Lionel Hollins,36.14,elite individual peak,46.2,43.5,45.4,False
Sam Mitchell,36.12,elite individual peak,46.7,42.4,43.5,False
Richaun Holmes,36.12,elite individual peak,51.8,50.3,51.1,False
Jim Petersen,36.07,elite individual peak,47.0,44.5,46.4,False
Toumani Camara,36.06,elite individual peak,43.7,41.2,42.5,False
Calbert Cheaney,36.04,elite individual peak,41.0,39.6,40.3,False
Bill Garnett,36.04,elite individual peak,46.9,44.1,45.3,False
Sam Vincent,36.04,elite individual peak,50.0,47.1,49.0,False
Campy Russell,36.0,elite individual peak,44.9,42.2,42.9,False
Michael Kidd-Gilchrist,35.97,elite individual peak,46.7,43.0,44.0,False
Allen Crabbe,35.96,elite individual peak,44.1,41.9,43.2,False
Collin Sexton,35.88,elite individual peak,53.2,47.6,48.3,False
Larry Kenon,35.88,elite individual peak,50.9,43.0,44.2,False
Walter Berry,35.87,elite individual peak,49.6,44.4,45.5,False
Kevin Grevey,35.86,elite individual peak,44.7,43.0,44.1,False
Duane Causwell,35.85,elite individual peak,43.1,43.0,43.7,False
Jason Collins,35.83,elite individual peak,42.7,42.1,44.4,False
Anthony Black,35.78,elite individual peak,44.7,42.5,44.0,False
Jerry Sichting,35.77,elite individual peak,47.7,43.8,44.7,False
Aaron Wiggins,35.77,elite individual peak,45.7,44.1,46.1,False
Brian Taylor,35.76,elite individual peak,53.8,47.6,48.4,False
Francisco Garcia,35.76,elite individual peak,43.5,41.3,42.0,False
Brian Skinner,35.73,elite individual peak,48.2,45.4,46.8,False
Randy Smith,35.71,elite individual peak,47.0,44.1,44.8,False
Jonas Jerebko,35.71,elite individual peak,46.0,43.9,45.2,False
Jaren Jackson,35.7,elite individual peak,45.3,41.9,43.4,False
Torrey Craig,35.67,elite individual peak,48.0,42.1,43.9,False
Don Collins,35.66,elite individual peak,46.6,44.2,45.3,False
Billy McKinney,35.66,elite individual peak,46.7,45.4,46.3,False
Danny Vranes,35.58,elite individual peak,43.0,40.9,42.0,False
Jordan Farmar,35.53,elite individual peak,46.8,43.3,44.6,False
Iman Shumpert,35.53,elite individual peak,44.0,40.3,42.8,False
Darren Daye,35.51,elite individual peak,48.3,43.5,44.9,False
Cole Anthony,35.51,elite individual peak,45.1,44.6,45.7,False
Malik Sealy,35.51,elite individual peak,44.9,40.8,41.7,False
Anfernee Simons,35.48,elite individual peak,46.2,44.0,44.7,False
Keegan Murray,35.46,elite individual peak,43.4,41.9,42.2,False
Brad Lohaus,35.46,elite individual peak,45.5,44.6,45.7,False
Phil Smith,35.45,elite individual peak,47.8,44.3,45.5,False
Luther Head,35.39,elite individual peak,46.8,43.6,44.6,False
Bobby Simmons,35.37,elite individual peak,46.9,43.6,44.4,False
Nenad Krstic,35.36,elite individual peak,46.8,42.0,43.2,False
Reggie Bullock,35.36,elite individual peak,42.8,39.2,40.4,False
Maurice Evans,35.35,elite individual peak,44.6,42.6,44.4,False
Jerryd Bayless,35.34,elite individual peak,48.3,43.5,44.9,False
Othella Harrington,35.33,elite individual peak,46.7,43.2,44.2,False
Terry Catledge,35.32,elite individual peak,45.7,44.4,45.6,False
Michael Dickerson,35.28,elite individual peak,47.0,41.7,42.6,False
Jacque Vaughn,35.23,elite individual peak,47.8,44.4,45.1,False
De'Andre Hunter,35.23,elite individual peak,47.1,40.3,41.9,False
Mike Brown,35.23,elite individual peak,46.1,44.5,45.9,False
Glen Davis,35.22,elite individual peak,43.1,41.8,43.0,False
Brandin Podziemski,35.22,elite individual peak,45.6,44.7,45.8,False
Rodney Hood,35.22,elite individual peak,44.9,40.6,42.3,False
Jeff Cook,35.21,elite individual peak,46.2,43.3,44.8,False
Lavoy Allen,35.2,elite individual peak,46.0,44.8,45.9,False
Bennedict Mathurin,35.18,elite individual peak,44.8,38.7,40.2,False
Sam Hauser,35.18,elite individual peak,44.8,43.7,45.4,False
Terrence Ross,35.17,elite individual peak,47.6,42.7,43.8,False
Dean Wade,35.16,elite individual peak,43.3,42.7,44.5,False
Clint Richardson,35.14,elite individual peak,44.0,42.4,43.6,False
Ron Brewer,35.12,elite individual peak,43.8,41.8,42.9,False
Dirk Minniefield,35.1,elite individual peak,44.9,44.1,45.6,False
Larry Krystkowiak,35.1,elite individual peak,48.5,42.5,44.1,False
Gerald Green,35.02,elite individual peak,47.8,41.5,42.4,False
Sean Rooks,35.0,elite individual peak,42.3,39.8,41.1,False
Saddiq Bey,34.96,elite individual peak,44.4,41.7,42.6,False
Derek Strong,34.96,elite individual peak,47.4,45.4,46.3,False
Marko Jaric,34.95,elite individual peak,48.3,45.6,46.0,False
Chris Mihm,34.95,elite individual peak,47.6,45.0,45.7,False
Naji Marshall,34.87,elite individual peak,43.1,41.9,42.8,False
Malik Beasley,34.87,elite individual peak,48.0,42.7,44.1,False
David Benoit,34.86,elite individual peak,45.7,43.4,44.8,False
Jerry Reynolds,34.85,elite individual peak,45.6,40.8,41.6,False
Kevin Ollie,34.85,elite individual peak,45.9,44.0,44.8,False
Mark Landsberger,34.84,elite individual peak,50.4,46.5,48.5,False
Marcus Banks,34.8,elite individual peak,43.8,41.8,42.8,False
Andrew DeClercq,34.73,elite individual peak,43.7,42.7,43.2,False
Mitchell Wiggins,34.72,elite individual peak,45.0,40.4,41.8,False
Jodie Meeks,34.71,elite individual peak,44.5,42.0,43.2,False
Lawrence Funderburke,34.69,elite individual peak,46.3,44.2,45.3,False
Aaron Nesmith,34.65,elite individual peak,43.3,40.1,42.1,False
Quentin Grimes,34.64,elite individual peak,43.1,40.1,41.0,False
Ron Lee,34.6,elite individual peak,48.3,46.2,46.9,False
Charlie Bell,34.56,elite individual peak,44.1,40.8,41.8,False
Eddy Curry,34.49,elite individual peak,49.5,46.2,46.8,False
Geoff Huston,34.48,elite individual peak,51.1,47.6,48.5,False
Randy Foye,34.48,elite individual peak,44.0,42.1,42.9,False
Tyler Hansbrough,34.43,elite individual peak,47.0,44.7,46.5,False
Dwight Jones,34.4,elite individual peak,45.6,43.6,44.5,False
Trenton Hassell,34.37,elite individual peak,41.3,36.0,36.9,False
Shelvin Mack,34.36,elite individual peak,47.6,40.6,41.4,False
C.J. Miles,34.34,elite individual peak,43.8,42.3,43.6,False
Trey Burke,34.32,elite individual peak,43.0,41.4,41.8,False
Kenny Gattison,34.28,elite individual peak,44.5,43.4,44.6,False
Mike McGee,34.27,elite individual peak,42.5,40.7,42.9,False
Tom Henderson,34.25,elite individual peak,44.1,43.8,45.7,False
Talen Horton-Tucker,34.25,elite individual peak,44.8,39.9,40.7,False
Trey Lyles,34.25,elite individual peak,45.4,42.9,43.6,False
Linas Kleiza,34.24,elite individual peak,44.3,42.3,43.9,False
James Jones,34.24,elite individual peak,43.1,40.1,42.0,False
Tre Jones,34.23,elite individual peak,50.9,48.1,48.9,False
Martell Webster,34.21,elite individual peak,43.7,40.4,41.4,False
Carl Herrera,34.2,elite individual peak,44.5,41.5,43.4,False
Quintin Dailey,34.19,elite individual peak,44.0,42.0,42.8,False
Otis Smith,34.18,elite individual peak,43.5,42.4,43.5,False
Terry Dehere,34.18,elite individual peak,50.0,42.1,43.1,False
Keyon Dooling,34.18,elite individual peak,42.9,41.7,42.7,False
Steven Hunter,34.18,elite individual peak,44.2,40.7,41.9,False
Jared Jeffries,34.17,elite individual peak,42.2,40.7,41.9,False
Kenrich Williams,34.16,elite individual peak,43.3,42.0,43.2,False
Nikola Pekovic,34.14,elite individual peak,51.5,50.3,50.8,False
Matthew Dellavedova,34.13,elite individual peak,47.7,42.9,44.8,False
Jonathan Kuminga,34.13,elite individual peak,43.5,41.7,43.1,False
Travis Outlaw,34.09,elite individual peak,43.8,42.3,43.0,False
Ron Mercer,34.03,elite individual peak,40.3,37.0,37.6,False
Sam Merrill,34.03,elite individual peak,42.3,41.3,43.0,False
Robert Williams,34.02,elite individual peak,76.2,,,False
Pat Garrity,34.02,elite individual peak,43.7,40.9,41.8,False
Earl Cureton,34.02,elite individual peak,44.2,42.4,43.3,False
Luke Kennard,33.98,elite individual peak,44.7,41.0,42.2,False
Marcus Thornton,33.97,elite individual peak,43.0,42.3,42.9,False
Ekpe Udoh,33.95,elite individual peak,42.9,39.9,40.7,False
Mike Scott,33.92,elite individual peak,43.4,41.7,43.3,False
Darius Bazley,33.91,elite individual peak,41.9,39.2,40.1,False
Popeye Jones,33.9,elite individual peak,48.0,46.5,47.3,False
Keith Bogans,33.89,elite individual peak,42.7,39.9,41.4,False
Maurice Taylor,33.89,elite individual peak,44.0,36.4,37.0,False
Jerian Grant,33.88,elite individual peak,45.2,41.6,42.4,False
Kenny Walker,33.85,elite individual peak,43.4,42.2,43.7,False
Mark Bryant,33.83,elite individual peak,42.5,41.4,42.8,False
Nick Young,33.83,elite individual peak,40.9,39.4,40.6,False
Davis Bertans,33.83,elite individual peak,41.5,41.4,42.4,False
David Wingate,33.76,elite individual peak,42.4,38.3,39.4,False
Mike Glenn,33.73,elite individual peak,44.7,40.5,41.6,False
Josh Green,33.67,elite individual peak,40.3,37.8,39.5,False
Jason Caffey,33.64,elite individual peak,43.0,40.4,41.5,False
Allan Bristow,33.5,elite individual peak,48.7,48.5,49.3,False
Shannon Brown,33.46,elite individual peak,42.6,40.2,41.6,False
Brian Cook,33.45,elite individual peak,44.4,42.0,42.6,False
Charlie Criss,33.44,elite individual peak,43.6,41.0,42.1,False
Fred Roberts,33.43,elite individual peak,42.8,41.0,42.4,False
Al Wood,33.43,elite individual peak,44.0,41.2,41.9,False
Michael Brooks,33.4,elite individual peak,46.1,44.5,45.3,False
Brandon Rush,33.35,elite individual peak,41.9,39.7,40.6,False
Tom McMillen,33.35,elite individual peak,44.1,40.3,41.2,False
Daniel Gibson,33.29,elite individual peak,42.2,40.2,41.8,False
Shake Milton,33.29,elite individual peak,42.7,41.3,42.8,False
Jeff Wilkins,33.28,elite individual peak,41.4,40.4,41.8,False
Bob Hansen,33.26,elite individual peak,42.4,40.5,41.8,False
Devin Brown,33.25,elite individual peak,43.4,38.5,39.6,False
Mike Muscala,33.25,elite individual peak,44.5,40.7,41.7,False
Mike Newlin,33.23,elite individual peak,50.5,44.7,45.6,False
Tony Snell,33.22,elite individual peak,41.4,38.7,40.0,False
Felton Spencer,33.21,elite individual peak,46.7,40.9,42.0,False
Adonal Foyle,33.19,elite individual peak,49.2,44.6,45.4,False
Joe Kleine,33.19,elite individual peak,44.2,41.9,42.8,False
Jason Smith,33.19,elite individual peak,43.6,38.9,40.2,False
Victor Alexander,33.1,elite individual peak,43.4,41.6,42.2,False
Monty Williams,33.02,elite individual peak,42.5,39.3,40.0,False
Jordan Crawford,33.01,elite individual peak,45.9,42.6,43.8,False
Hamidou Diallo,32.96,elite individual peak,41.8,39.0,39.8,False
Wayne Ellington,32.95,elite individual peak,43.6,40.4,41.5,False
Gary Neal,32.93,elite individual peak,42.5,40.7,42.7,False
Pete Myers,32.93,elite individual peak,42.3,38.5,39.8,False
Aaron Holiday,32.92,elite individual peak,43.6,38.7,39.9,False
Bob Wilkerson,32.9,elite individual peak,42.9,38.1,39.3,False
Donald Royal,32.89,elite individual peak,43.2,41.0,42.0,False
Duane Ferrell,32.86,elite individual peak,41.1,40.3,41.4,False
Roger Mason,32.85,elite individual peak,43.5,40.6,41.9,False
Taurean Prince,32.84,elite individual peak,40.1,36.9,38.1,False
Marc Iavaroni,32.81,elite individual peak,39.3,38.7,40.1,False
Terry Teagle,32.81,elite individual peak,42.5,38.3,40.1,False
Quinton Ross,32.81,elite individual peak,39.9,37.9,38.7,False
Michael Doleac,32.78,elite individual peak,44.2,39.6,40.4,False
James Ennis III,32.76,elite individual peak,41.6,39.1,40.3,False
Cedi Osman,32.75,elite individual peak,40.0,37.7,38.4,False
Jonathon Simmons,32.73,elite individual peak,40.1,35.9,37.5,False
Hakim Warrick,32.72,elite individual peak,43.3,42.4,43.2,False
Peyton Watson,32.72,elite individual peak,40.3,39.4,40.5,False
Joe Meriweather,32.71,elite individual peak,42.5,39.7,40.4,False
Miles McBride,32.71,elite individual peak,41.5,40.9,42.9,False
Charlie Villanueva,32.7,elite individual peak,49.6,45.1,45.8,False
Bryant Reeves,32.58,elite individual peak,46.6,42.3,43.1,False
Chris Wilcox,32.56,elite individual peak,47.6,46.3,46.9,False
Mike Evans,32.52,elite individual peak,43.7,40.2,41.9,False
Norris Cole,32.52,elite individual peak,40.0,37.8,39.8,False
